post_id,user_id,post_time,post_hour,post_type,paid_boost,hashtags_count,followers_at_post,views,likes,clicks,comments,shares,watch_time_total_sec,like_rate,click_through_rate,comment_rate,session_time_normal,clicks_binomial
2365,241,2025-09-19 04:08:36.951695,4,image,0,0,2044,1102,45,9,0,1,166,0.0408348457350272,0.0081669691470054,0.0,26.853683031536058,3
2366,131,2025-08-16 15:42:47.951695,15,video,0,3,3328,3236,142,54,11,19,5552,0.0438813349814585,0.0166872682323856,0.0033992583436341,37.6686385495825,6
2367,142,2025-08-07 00:58:11.951695,0,image,0,2,1827,2333,36,8,0,7,547,0.0154307758251178,0.0034290612944706,0.0,27.32099268473851,1
2368,140,2025-09-25 23:01:11.951695,23,link,0,0,90568,52621,883,1062,94,57,16855,0.0167803728549438,0.0201820565933752,0.0017863590581706,21.463210212035268,1
2369,7,2025-09-17 05:03:05.951695,5,text,0,1,5585,669,14,3,0,1,141,0.0209267563527653,0.0044843049327354,0.0,24.417377800256705,1
2370,464,2025-09-14 04:32:22.951695,4,video,0,5,618,1159,50,13,0,2,15392,0.0431406384814495,0.0112165660051768,0.0,36.179058100034695,3
2371,119,2025-07-05 17:25:28.951695,17,text,0,4,24386,12345,202,34,0,5,3069,0.0163628999594977,0.0027541514783313,0.0,29.220509110316662,1
2372,83,2025-06-27 00:39:52.951695,0,video,0,4,3418,2206,107,27,0,5,41905,0.0485040797824116,0.0122393472348141,0.0,27.258563517546996,4
2373,76,2025-08-30 11:08:52.951695,11,image,0,3,9803,1337,39,16,0,2,228,0.0291697830964846,0.0119670905011219,0.0,30.80009112926394,3
2374,495,2025-08-03 21:21:34.951695,21,image,0,3,3609,2512,118,18,4,6,2621,0.0469745222929936,0.0071656050955414,0.001592356687898,32.50891368083772,3
2375,239,2025-08-29 16:45:45.951695,16,video,0,2,1698,3700,159,54,0,9,44375,0.0429729729729729,0.0145945945945945,0.0,35.5869940795123,3
2376,164,2025-09-07 22:16:35.951695,22,video,0,2,2161,2401,82,50,0,7,93555,0.034152436484798,0.0208246563931695,0.0,37.24249614946463,2
2377,202,2025-07-14 02:10:22.951695,2,link,0,5,20080,23683,758,1666,0,61,3948,0.0320060803107714,0.0703458176751256,0.0,28.20115677105457,2
2378,45,2025-07-12 19:27:47.951695,19,video,0,1,5523,14434,630,155,0,45,191887,0.04364694471387,0.0107385340169045,0.0,23.36976156958981,2
2379,157,2025-08-06 13:15:53.951695,13,text,0,2,5598,4866,74,57,0,1,608,0.0152075626798191,0.0117139334155363,0.0,27.93267419438362,3
2380,125,2025-07-11 11:29:31.951695,11,image,0,1,11328,42485,902,300,0,67,9065,0.021231022713899,0.007061315758503,0.0,31.30140253291443,2
2381,402,2025-08-27 17:28:49.951695,17,image,0,7,5983,6596,175,40,14,6,576,0.0265312310491206,0.0060642813826561,0.0021224984839296,25.181205368946944,1
2382,30,2025-09-06 06:15:13.951695,6,video,0,3,7561,6048,200,57,0,19,41263,0.033068783068783,0.0094246031746031,0.0,25.214245425524787,6
2383,213,2025-08-04 07:08:31.951695,7,video,0,4,5067,3303,85,50,0,9,35098,0.0257341810475325,0.015137753557372,0.0,31.718939407749428,0
2384,396,2025-09-03 12:12:47.951695,12,video,0,0,5643,6056,184,100,27,26,65563,0.0303830911492734,0.0165125495376486,0.0044583883751651,29.756738242147744,4
2385,417,2025-08-08 21:43:48.951695,21,image,0,1,14606,4541,292,48,12,24,7059,0.0643030169566174,0.0105703589517727,0.0026425897379431,30.163984977057932,4
2386,257,2025-09-02 04:44:26.951695,4,link,0,0,7591,7330,254,213,0,13,1767,0.0346521145975443,0.0290586630286493,0.0,26.207523326499654,2
2387,112,2025-07-05 15:34:42.951695,15,text,0,6,6233,8230,153,31,17,3,1493,0.0185905224787363,0.0037667071688942,0.0020656136087484,28.847996428971165,1
2388,169,2025-09-05 07:32:16.951695,7,video,0,2,4202,3576,100,27,4,9,30628,0.0279642058165548,0.0075503355704697,0.0011185682326621,25.378834278658477,1
2389,112,2025-09-02 11:13:37.951695,11,video,0,3,6233,15648,1053,218,35,66,562128,0.067292944785276,0.0139314928425357,0.0022367075664621,34.450992055623935,4
2390,332,2025-07-10 15:29:39.951695,15,video,0,1,9297,8036,277,121,14,14,112102,0.0344698855151816,0.0150572424091587,0.0017421602787456,35.17624667361876,3
2391,147,2025-08-14 08:51:59.951695,8,link,0,5,2664,2145,42,75,0,0,699,0.0195804195804195,0.0349650349650349,0.0,20.76906068880953,4
2392,316,2025-09-19 06:58:03.951695,6,video,0,1,3653,2156,60,12,4,2,53302,0.0278293135435992,0.0055658627087198,0.0018552875695732,25.35244569903795,5
2393,328,2025-07-08 14:17:42.951695,14,video,0,0,4596,3590,73,26,0,25,34133,0.0203342618384401,0.007242339832869,0.0,22.517353724549604,4
2394,470,2025-09-04 23:17:30.951695,23,image,0,2,1877,610,26,7,0,3,7,0.0426229508196721,0.0114754098360655,0.0,26.74988032796551,2
2395,186,2025-10-01 03:05:38.951695,3,image,0,1,22828,14970,321,166,0,11,236,0.021442885771543,0.0110888443553774,0.0,29.582810151048196,2
2396,481,2025-09-20 14:26:48.951695,14,video,0,1,6143,23945,1265,205,177,73,121821,0.0528294007099603,0.0085612862810607,0.0073919398621841,22.75177390150735,4
2397,201,2025-07-26 20:02:52.951695,20,image,0,0,6888,3565,157,52,11,11,248,0.044039270687237,0.014586255259467,0.0030855539971949,25.390700934373434,2
2398,341,2025-08-20 12:25:41.951695,12,video,0,2,497,883,51,8,0,10,2825,0.0577576443941109,0.0090600226500566,0.0,24.980213139592507,1
2399,331,2025-10-05 15:58:04.951695,15,video,0,1,22275,29899,877,438,0,28,182456,0.0293320846851065,0.0146493193752299,0.0,31.03633664699472,4
2400,409,2025-08-15 20:46:11.951695,20,video,0,2,669,1061,49,16,3,6,6467,0.0461828463713477,0.0150801131008482,0.002827521206409,30.34672168518125,3
2401,235,2025-06-22 10:56:58.951695,10,image,0,4,2370,464,13,4,1,0,127,0.0280172413793103,0.0086206896551724,0.0021551724137931,26.391312233313734,5
2402,397,2025-06-14 02:30:38.951695,2,link,0,2,10510,19462,330,716,37,13,10652,0.0169561196177165,0.0367896413523789,0.0019011406844106,30.88410436069699,4
2403,178,2025-09-11 11:46:32.951695,11,image,0,2,5767,1502,37,7,4,1,99,0.0246338215712383,0.0046604527296937,0.0026631158455392,27.266599577063673,1
2404,246,2025-07-29 11:43:10.951695,11,text,0,2,1356,721,17,7,0,1,49,0.0235783633841886,0.0097087378640776,0.0,28.641724448369732,5
2405,250,2025-07-08 06:29:28.951695,6,video,1,2,1522,17084,822,290,33,65,175785,0.0481151955045656,0.016974947319129,0.0019316319363146,38.36726045149268,2
2406,353,2025-07-20 08:57:55.951695,8,text,0,4,2776,3953,82,28,10,1,694,0.0207437389324563,0.0070832279281558,0.0025297242600556,36.70230525895174,2
2407,310,2025-09-07 12:54:13.951695,12,link,0,1,27786,18677,300,334,0,13,4387,0.0160625368099801,0.0178829576484446,0.0,23.502093815362013,3
2408,40,2025-08-03 11:34:56.951695,11,image,0,2,9420,8750,235,77,0,12,730,0.0268571428571428,0.0088,0.0,34.14866208939587,1
2409,405,2025-09-20 20:56:54.951695,20,link,0,2,8276,7076,210,275,15,19,3777,0.0296777840587902,0.038863764838892,0.002119841718485,34.056982772457964,3
2410,380,2025-09-04 20:15:20.951695,20,image,0,4,3109,2152,44,11,6,5,447,0.020446096654275,0.0051115241635687,0.0027881040892193,24.25868355623691,1
2411,53,2025-10-03 12:49:50.951695,12,text,0,3,1144,1650,14,3,1,0,81,0.0084848484848484,0.0018181818181818,0.0006060606060606,34.0938882187743,3
2412,481,2025-09-23 06:33:39.951695,6,video,0,2,6143,6041,233,126,0,20,28897,0.0385697732163549,0.0208574739281575,0.0,37.68965959206277,2
2413,331,2025-07-09 04:45:57.951695,4,image,0,1,22275,13281,400,65,14,19,3674,0.0301182139899103,0.0048942097733604,0.0010541374896468,24.38727596877793,4
2414,43,2025-08-26 17:45:38.951695,17,image,0,1,2526,3387,98,31,0,7,869,0.0289341600236197,0.0091526424564511,0.0,25.412485894928682,4
2415,246,2025-06-11 02:50:02.951695,2,link,0,4,1356,996,37,16,0,2,219,0.03714859437751,0.0160642570281124,0.0,35.08830733421751,2
2416,419,2025-10-05 14:03:26.951695,14,link,0,2,4586,5322,190,184,14,1,309,0.0357008643367155,0.0345734686208192,0.0026305900037579,31.35747655412824,2
2417,140,2025-07-09 23:22:03.951695,23,image,0,6,90568,41209,922,301,81,55,22823,0.0223737533063165,0.0073042296585697,0.0019655900410104,32.757381376197614,2
2418,467,2025-08-27 10:16:47.951695,10,link,0,4,3665,7878,326,149,42,6,1151,0.0413810611830413,0.0189134298045189,0.0053313023610053,31.702946082002484,2
2419,210,2025-09-18 13:13:56.951695,13,text,0,6,3518,1781,35,8,0,1,1089,0.0196518809657495,0.004491858506457,0.0,31.95347960464072,4
2420,114,2025-06-27 21:48:29.951695,21,image,0,0,1157,3347,122,13,18,3,66,0.0364505527337914,0.0038840752913056,0.0053779504033462,23.367639358444585,4
2421,179,2025-09-18 09:33:45.951695,9,video,0,3,4364,2753,102,32,7,8,14179,0.0370504903741373,0.0116236832546313,0.0025426807119505,35.236588533107245,2
2422,263,2025-06-10 02:56:15.951695,2,video,1,2,6199,6472,277,72,0,19,54598,0.0427997527812113,0.0111248454882571,0.0,35.84794996213887,2
2423,345,2025-07-31 16:33:50.951695,16,video,0,3,24740,21682,979,164,0,94,207958,0.0451526611936168,0.0075638778710451,0.0,28.85304627965986,1
2424,464,2025-08-04 07:08:18.951695,7,video,0,2,618,446,19,4,4,1,3208,0.0426008968609865,0.0089686098654708,0.0089686098654708,29.78261525093069,3
2425,98,2025-07-23 13:03:04.951695,13,link,0,4,1813,3119,59,68,0,6,1998,0.0189163193331195,0.0218018595703751,0.0,22.34446248722139,1
2426,481,2025-08-18 00:27:29.951695,0,video,0,0,6143,2274,102,51,4,5,38391,0.0448548812664907,0.0224274406332453,0.001759014951627,32.57127378008917,6
2427,264,2025-09-26 10:24:57.951695,10,image,0,3,2820,4559,126,53,24,10,3367,0.0276376398332967,0.0116253564378153,0.0052643123491993,32.86028720857072,4
2428,64,2025-07-17 21:23:55.951695,21,image,0,2,8832,6193,340,106,0,18,2095,0.0549006943323106,0.0171160988212497,0.0,29.689044915003446,3
2429,464,2025-08-17 03:56:18.951695,3,image,0,6,618,1243,19,5,7,4,52,0.0152855993563958,0.0040225261464199,0.0056315366049879,35.621766799352514,3
2430,175,2025-09-21 22:45:43.951695,22,video,0,3,1369,1191,27,12,0,4,13759,0.0226700251889168,0.0100755667506297,0.0,28.329613845100297,5
2431,311,2025-09-09 09:53:48.951695,9,image,0,1,15953,15559,421,132,0,14,19618,0.027058294234848,0.0084838357220901,0.0,32.823029629468,3
2432,350,2025-06-13 12:58:54.951695,12,image,0,2,21503,12518,253,72,0,14,3111,0.0202108963093145,0.0057517175267614,0.0,24.901678306539424,2
2433,7,2025-09-29 18:54:26.951695,18,image,0,6,5585,3434,148,35,13,6,333,0.0430984274898078,0.0101921956901572,0.0037856726849155,29.88223924562881,2
2434,111,2025-06-14 06:00:47.951695,6,video,0,5,7588,11871,592,183,0,18,145004,0.0498694297026366,0.0154157189790245,0.0,29.12822871048582,4
2435,344,2025-08-18 07:17:39.951695,7,text,0,4,7434,10754,144,105,15,7,2062,0.0133903663753022,0.0097638088153245,0.0013948298307606,31.126539610204706,3
2436,163,2025-08-16 16:41:18.951695,16,video,0,4,41293,12600,554,103,0,68,205149,0.0439682539682539,0.0081746031746031,0.0,28.152365355833208,4
2437,5,2025-09-11 00:28:25.951695,0,image,0,3,698,504,12,4,0,1,202,0.0238095238095238,0.0079365079365079,0.0,29.34263702164166,5
2438,12,2025-06-26 11:11:09.951695,11,image,0,2,10697,12566,411,49,0,35,7247,0.0327073054273436,0.0038994111093426,0.0,34.13023585720753,5
2439,414,2025-06-30 04:15:24.951695,4,video,0,4,10398,15419,626,145,0,26,252987,0.0405992606524417,0.0094039821000064,0.0,27.816178813808914,5
2440,77,2025-09-06 21:44:16.951695,21,text,0,4,3205,7688,94,53,0,7,7384,0.0122268470343392,0.0068938605619146,0.0,21.967114496306603,1
2441,51,2025-06-26 14:14:37.951695,14,video,0,2,6562,927,36,13,0,0,16091,0.0388349514563106,0.0140237324703344,0.0,38.7479195210271,3
2442,282,2025-08-03 23:40:19.951695,23,link,0,2,858,2257,36,47,0,3,327,0.0159503766061143,0.0208241027913159,0.0,36.907270393452436,4
2443,60,2025-09-04 10:48:59.951695,10,text,0,2,12942,8978,117,47,0,6,3008,0.0130318556471374,0.0052350189351748,0.0,23.538686524471906,4
2444,327,2025-08-25 19:14:48.951695,19,image,0,3,1020,669,8,1,0,1,471,0.0119581464872944,0.0014947683109118,0.0,33.44853902622597,3
2445,273,2025-07-03 22:12:36.951695,22,video,0,2,4459,1659,76,17,0,9,23673,0.0458107293550331,0.0102471368294153,0.0,27.485126147243285,2
2446,325,2025-07-15 03:04:31.951695,3,video,0,1,30352,24449,1115,361,0,50,100195,0.0456051372244263,0.0147654300789398,0.0,31.317436076655298,4
2447,246,2025-10-02 22:19:03.951695,22,link,0,3,1356,1163,34,22,0,1,18,0.0292347377472055,0.0189165950128976,0.0,31.47112064506747,4
2448,390,2025-08-01 11:50:28.951695,11,image,0,2,1196,669,26,8,1,5,512,0.038863976083707,0.0119581464872944,0.0014947683109118,28.82796099841839,1
2449,323,2025-06-13 23:42:27.951695,23,video,1,1,15855,13405,623,183,56,35,268974,0.0464751958224543,0.0136516225289071,0.004177545691906,26.081171672068017,3
2450,208,2025-07-05 00:04:28.951695,0,image,0,4,1452,734,10,4,1,0,560,0.0136239782016348,0.0054495912806539,0.0013623978201634,26.547294738418703,2
2451,8,2025-07-19 17:52:59.951695,17,video,0,1,3582,6897,250,49,0,20,111169,0.0362476439031463,0.0071045382050166,0.0,25.41904042259379,2
2452,137,2025-10-06 14:11:58.951695,14,image,0,1,6724,6739,206,35,20,11,1171,0.0305683335806499,0.0051936489093337,0.0029677993767621,25.840888958847778,0
2453,66,2025-07-14 23:25:17.951695,23,image,0,2,10865,48625,1284,261,0,101,7016,0.0264061696658097,0.0053676092544987,0.0,29.664108549753223,3
2454,8,2025-06-11 19:41:24.951695,19,video,0,2,3582,3367,96,24,14,14,30021,0.0285120285120285,0.0071280071280071,0.0041580041580041,26.421200054446242,3
2455,137,2025-08-09 04:53:02.951695,4,text,0,1,6724,7228,97,29,0,6,996,0.0134200332042058,0.0040121748754842,0.0,33.4102603285631,3
2456,104,2025-06-18 16:27:12.951695,16,video,0,1,10275,4669,177,59,21,30,92430,0.0379096166202613,0.0126365388734204,0.0044977511244377,37.436230776679636,4
2457,39,2025-07-11 12:59:04.951695,12,image,0,3,2154,3214,94,41,6,10,173,0.029247044181705,0.0127566894835096,0.0018668326073428,27.099733793149785,4
2458,157,2025-10-05 17:44:00.951695,17,image,0,3,5598,7251,242,49,15,8,2193,0.0333747069369742,0.0067576885946765,0.0020686801820438,31.197022502676884,2
2459,254,2025-09-01 05:01:44.951695,5,link,0,3,1831,1726,54,42,0,2,588,0.0312862108922363,0.0243337195828505,0.0,32.49842555151467,1
2460,90,2025-06-14 17:35:23.951695,17,image,0,4,7681,5516,146,30,16,9,334,0.0264684554024655,0.0054387237128353,0.0029006526468455,32.360011354596374,5
2461,137,2025-08-01 11:53:15.951695,11,link,0,4,6724,9261,112,322,12,9,3781,0.0120937263794406,0.0347694633408919,0.0012957563977972,30.379776339580438,2
2462,11,2025-06-29 05:59:09.951695,5,image,1,1,11841,37164,1107,249,0,97,17489,0.0297868905392315,0.0067000322893122,0.0,33.71341209179861,6
2463,26,2025-06-23 09:45:02.951695,9,text,0,2,3455,1561,35,9,0,0,107,0.0224215246636771,0.0057655349135169,0.0,32.41124476340329,4
2464,79,2025-08-18 02:25:06.951695,2,video,0,3,9187,8164,270,90,24,19,215850,0.0330720235178833,0.0110240078392944,0.0029397354238118,23.81168788836351,3
2465,227,2025-08-08 07:57:32.951695,7,text,0,0,60929,86494,1304,981,0,62,119912,0.0150761902559715,0.0113418271787638,0.0,34.345780321946364,6
2466,334,2025-09-05 19:07:32.951695,19,video,0,3,1783,1628,60,29,0,5,7341,0.0368550368550368,0.0178132678132678,0.0,34.43645418633371,1
2467,395,2025-09-23 17:30:42.951695,17,link,0,1,9916,3059,82,84,2,4,1435,0.0268061457992808,0.0274599542334096,0.0006538084341288,26.183569479107092,2
2468,315,2025-07-08 06:06:49.951695,6,link,0,1,11248,17982,293,221,25,22,2191,0.0162940718496274,0.0122900678456234,0.0013902791680569,30.18968917723801,3
2469,309,2025-09-27 09:53:12.951695,9,image,0,1,8801,622,11,2,0,0,48,0.017684887459807,0.0032154340836012,0.0,33.416644964055344,2
2470,468,2025-08-09 19:29:10.951695,19,image,0,2,34106,37795,1412,346,236,84,9963,0.0373594390792432,0.0091546500859902,0.0062442121973806,28.953430902103193,5
2471,128,2025-07-09 17:06:52.951695,17,image,0,5,1497,5602,131,18,16,4,955,0.0233845055337379,0.003213138164941,0.0028561228132809,35.36489023883006,1
2472,400,2025-09-18 03:31:59.951695,3,video,0,3,2429,406,26,6,0,2,2128,0.064039408866995,0.0147783251231527,0.0,41.8193624730968,3
2473,469,2025-06-12 21:59:46.951695,21,image,0,2,14853,27745,492,184,47,31,2287,0.0177329248513245,0.0066318255541539,0.001693998918724,26.070069836825088,3
2474,284,2025-08-14 19:03:25.951695,19,image,0,1,7742,22971,685,244,89,39,11700,0.0298202080884593,0.0106220887205607,0.003874450393975,23.094776984231125,4
2475,421,2025-09-03 05:56:24.951695,5,image,0,6,5389,1416,34,21,2,2,53,0.0240112994350282,0.0148305084745762,0.001412429378531,31.51909297802438,2
2476,69,2025-07-12 06:00:20.951695,6,video,0,0,11590,4244,178,72,0,7,45179,0.0419415645617342,0.0169651272384542,0.0,33.60781252563072,2
2477,440,2025-09-20 06:31:36.951695,6,link,0,2,7539,14964,398,307,0,19,1927,0.0265971665330125,0.0205159048382785,0.0,28.845668130776154,4
2478,283,2025-07-07 11:41:22.951695,11,video,0,3,12424,2469,132,37,0,8,24546,0.0534629404617253,0.0149858242203321,0.0,37.266303316605175,2
2479,111,2025-09-17 10:30:28.951695,10,image,0,1,7588,3935,89,31,0,9,3581,0.0226175349428208,0.0078780177890724,0.0,23.306971001383758,4
2480,31,2025-06-18 01:52:46.951695,1,video,0,3,41841,44115,1661,763,0,128,1372172,0.037651592428879,0.0172957044089312,0.0,33.46459311515805,3
2481,360,2025-06-27 20:15:41.951695,20,video,1,1,4240,15693,705,247,0,39,72441,0.0449244886255018,0.0157395016886509,0.0,26.970695896205534,4
2482,216,2025-07-24 08:54:20.951695,8,video,0,1,13396,9380,309,118,0,60,248728,0.0329424307036247,0.0125799573560767,0.0,38.59688953103648,4
2483,156,2025-09-19 03:20:59.951695,3,image,0,1,28794,14131,295,152,0,36,5601,0.0208760880334017,0.0107564928172103,0.0,39.962576765840595,2
2484,196,2025-06-26 00:04:33.951695,0,image,0,3,2008,1393,65,8,4,6,351,0.0466618808327351,0.005743000717875,0.0028715003589375,26.16671706108326,3
2485,496,2025-09-21 16:55:55.951695,16,image,0,2,12525,4420,70,12,0,6,314,0.0158371040723981,0.0027149321266968,0.0,27.2522143204571,5
2486,214,2025-07-06 05:17:48.951695,5,image,0,1,3028,7826,222,38,23,14,7107,0.0283669818553539,0.0048556095067722,0.0029389215435727,34.29793943489901,3
2487,40,2025-08-01 22:53:39.951695,22,image,0,2,9420,7188,256,124,25,22,1628,0.0356149137451307,0.0172509738452977,0.0034780189204229,28.064346751052426,6
2488,140,2025-07-20 23:32:42.951695,23,video,0,0,90568,92063,4949,628,472,213,769499,0.0537566666304595,0.006821415769636,0.0051269239542487,29.77294391033881,3
2489,73,2025-06-22 19:52:24.951695,19,video,0,2,1959,1621,115,19,0,5,21001,0.0709438618136952,0.0117211597779148,0.0,30.12694210271205,1
2490,343,2025-09-29 23:16:55.951695,23,image,1,1,5281,7965,346,138,0,32,607,0.0434400502197112,0.0173258003766478,0.0,20.40163421901172,3
2491,401,2025-07-31 05:37:24.951695,5,image,0,4,4106,1156,37,3,5,1,1575,0.0320069204152249,0.0025951557093425,0.0043252595155709,29.930811269528814,5
2492,421,2025-08-30 11:49:26.951695,11,image,0,4,5389,5587,150,35,10,10,2380,0.0268480400930732,0.0062645426883837,0.0017898693395382,26.55136112967913,2
2493,317,2025-08-16 16:26:27.951695,16,video,0,1,5252,14260,520,102,65,35,507119,0.0364656381486676,0.0071528751753155,0.0045582047685834,27.53438588800114,5
2494,385,2025-08-07 20:36:42.951695,20,text,0,3,991,485,9,3,0,0,112,0.0185567010309278,0.0061855670103092,0.0,37.21816001734407,5
2495,209,2025-08-21 15:24:48.951695,15,video,1,0,2042,9896,381,309,0,37,92736,0.0385004042037186,0.0312247372675828,0.0,23.717465528603718,2
2496,314,2025-09-24 10:53:45.951695,10,image,0,0,7623,23481,708,165,0,24,41695,0.0301520378178101,0.007026957966015,0.0,34.06602593373989,1
2497,54,2025-08-31 13:41:22.951695,13,video,0,4,3570,1667,84,30,9,15,16098,0.0503899220155968,0.017996400719856,0.0053989202159568,28.605185348340957,4
2498,270,2025-08-11 13:12:45.951695,13,image,1,2,4915,7213,107,43,0,13,2597,0.0148343269097462,0.0059614584777485,0.0,28.601199157520828,2
2499,279,2025-08-25 01:48:20.951695,1,image,0,2,16173,11640,297,66,0,13,3271,0.0255154639175257,0.0056701030927835,0.0,33.951859480258555,4
2500,16,2025-08-20 10:05:07.951695,10,text,0,0,2081,9755,94,25,8,5,3860,0.0096360840594566,0.0025627883136852,0.0008200922603792,31.70025647284445,3
2501,275,2025-07-30 15:03:32.951695,15,video,0,2,23702,48144,2361,1602,0,250,652229,0.0490403788634097,0.0332751744765702,0.0,32.85306498609766,3
2502,362,2025-08-22 14:59:25.951695,14,image,0,3,7211,3418,122,17,0,3,557,0.0356933879461673,0.0049736688121708,0.0,34.84092330266431,4
2503,184,2025-07-31 21:09:03.951695,21,video,0,1,14857,6292,171,58,0,8,78761,0.0271773680864589,0.0092180546726001,0.0,28.343458084083387,2
2504,273,2025-09-07 13:35:57.951695,13,image,1,2,4459,20630,523,156,60,21,2988,0.0253514299563742,0.0075618031992244,0.0029083858458555,26.93881632746125,3
2505,144,2025-10-02 22:08:16.951695,22,video,0,2,6423,6549,135,87,14,21,38999,0.0206138341731562,0.0132844709115895,0.0021377309512902,24.574247367211008,2
2506,136,2025-10-01 20:04:56.951695,20,video,0,1,1780,4099,235,82,0,12,40389,0.0573310563552085,0.0200048792388387,0.0,25.872947350105225,2
2507,65,2025-09-15 03:23:20.951695,3,text,0,1,10008,3062,90,23,7,0,1686,0.0293925538863487,0.0075114304376224,0.0022860875244937,44.745472126543625,3
2508,164,2025-08-19 20:44:08.951695,20,video,0,2,2161,7160,228,57,23,15,43425,0.0318435754189944,0.0079608938547486,0.0032122905027932,36.22339790368393,4
2509,402,2025-09-06 13:44:46.951695,13,video,0,2,5983,2361,84,10,0,4,18489,0.0355781448538754,0.0042354934349851,0.0,23.244628168959892,2
2510,468,2025-06-30 00:26:56.951695,0,text,0,1,34106,65197,1053,700,0,44,8049,0.0161510498949338,0.0107366903385125,0.0,23.387710216282148,3
2511,318,2025-08-05 03:14:35.951695,3,text,0,2,2446,1294,29,11,3,1,307,0.0224111282843894,0.008500772797527,0.0023183925811437,32.40933030859246,4
2512,313,2025-07-09 12:42:27.951695,12,text,0,4,28111,150228,1811,728,0,51,39257,0.0120550097185611,0.0048459674627898,0.0,32.736323986889836,2
2513,307,2025-06-09 01:44:07.951695,1,video,0,2,3517,4464,175,59,17,15,79109,0.0392025089605734,0.0132168458781362,0.0038082437275985,32.744419176586824,2
2514,238,2025-10-02 15:52:27.951695,15,image,0,3,4176,4079,191,73,12,7,1495,0.0468252022554547,0.0178965432704094,0.0029418975239029,28.72522103223151,5
2515,212,2025-09-20 07:33:13.951695,7,text,0,0,1304,1685,9,15,1,0,354,0.0053412462908011,0.0089020771513353,0.000593471810089,29.372728699985498,4
2516,311,2025-08-09 07:07:19.951695,7,video,0,2,15953,13000,334,202,18,29,73381,0.0256923076923076,0.0155384615384615,0.0013846153846153,31.639397620796785,3
2517,393,2025-07-09 03:37:42.951695,3,text,0,2,3066,943,26,2,0,0,93,0.0275715800636267,0.0021208907741251,0.0,30.429465031466652,3
2518,207,2025-08-30 19:26:18.951695,19,video,0,1,2114,15311,359,152,26,27,236533,0.0234471948272483,0.0099275031023447,0.0016981255306642,18.903498136262325,1
2519,283,2025-07-30 19:53:49.951695,19,link,0,2,12424,35475,889,1274,95,52,12061,0.0250599013389711,0.0359126145172656,0.0026779422128259,28.85100184712403,3
2520,236,2025-09-13 01:18:59.951695,1,image,0,2,2555,396,13,1,0,2,214,0.0328282828282828,0.0025252525252525,0.0,25.742967828698433,3
2521,143,2025-10-06 14:16:55.951695,14,image,0,3,582,282,12,4,0,2,76,0.0425531914893617,0.0141843971631205,0.0,30.87605709454256,3
2522,146,2025-07-20 13:01:40.951695,13,image,0,1,3244,5039,126,38,0,3,1437,0.0250049613018456,0.0075411788053185,0.0,44.926295013017054,2
2523,40,2025-07-07 23:33:02.951695,23,video,1,3,9420,41548,1701,352,0,158,326661,0.0409405988254548,0.0084721286223163,0.0,31.837408327371524,1
2524,220,2025-07-10 17:43:53.951695,17,video,0,2,2450,2980,224,44,0,8,12295,0.0751677852348993,0.0147651006711409,0.0,28.43235156913801,2
2525,357,2025-06-19 20:30:25.951695,20,text,0,1,6213,2005,27,7,0,0,787,0.0134663341645885,0.0034912718204488,0.0,34.60900750988626,5
2526,343,2025-07-25 22:31:22.951695,22,image,0,2,5281,979,55,17,4,4,634,0.0561797752808988,0.017364657814096,0.0040858018386108,32.41343943604606,3
2527,493,2025-06-10 17:51:14.951695,17,image,0,3,3691,5564,158,45,14,9,5202,0.0283968368080517,0.0080877066858375,0.0025161754133716,32.100472452259204,3
2528,20,2025-06-22 09:07:45.951695,9,video,1,0,4675,44408,2602,627,0,97,1383662,0.0585930462979643,0.0141190776436678,0.0,33.034252966078355,1
2529,381,2025-07-11 06:09:13.951695,6,image,1,3,5474,27659,858,288,0,34,5936,0.0310206442749195,0.0104125239524205,0.0,40.28271782414771,1
2530,398,2025-06-27 20:04:29.951695,20,image,0,2,6180,14619,378,46,39,16,3360,0.0258567617484096,0.0031465900540392,0.0026677611327724,24.34555782337042,4
2531,219,2025-09-04 12:17:17.951695,12,video,0,4,4211,5900,240,76,29,9,224052,0.0406779661016949,0.0128813559322033,0.0049152542372881,32.36816038405727,3
2532,142,2025-06-21 07:48:42.951695,7,link,0,3,1827,1477,29,28,0,0,1165,0.0196343940419769,0.0189573459715639,0.0,25.368094350092306,3
2533,179,2025-09-20 13:43:58.951695,13,image,0,3,4364,4874,106,44,14,16,848,0.0217480508822322,0.0090274928190398,0.0028723840787853,32.77756323171124,2
2534,342,2025-07-05 04:28:47.951695,4,image,1,3,6663,15416,269,96,0,26,13931,0.0174494032174364,0.0062272963155163,0.0,25.40656744256953,4
2535,432,2025-06-21 16:24:39.951695,16,link,0,5,7900,9984,344,292,0,13,2006,0.0344551282051282,0.0292467948717948,0.0,27.91316593197458,2
2536,322,2025-06-09 20:46:37.951695,20,image,0,4,4061,2440,101,47,0,4,917,0.0413934426229508,0.0192622950819672,0.0,28.524550428810468,2
2537,258,2025-09-02 11:27:37.951695,11,link,0,2,3373,7754,102,122,10,5,5813,0.0131545009027598,0.0157338148052618,0.0012896569512509,34.87908359672355,3
2538,327,2025-07-09 10:43:34.951695,10,image,0,7,1020,1836,25,2,2,1,886,0.0136165577342047,0.0010893246187363,0.0010893246187363,34.59227221971207,2
